Area,Bio_Pattern,Gender,BirthSeas,SubMorph,Morph,Yr,Seas,Time,Beg/Mid,Era,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,1,1,1,1,1,1950,1,1950,B,TIME,5062.97,4426.91,4093.36,3923.85,3762.35,3357.43,2779.73,2265.02,1871.05,1551.66,1267.15,1005.28,778.039,596.705,458.245,353.987,275.588,216.622,172.23,138.473,112.519,92.3346,76.4665,63.8487,53.6646,45.3295,38.4333,32.6867,27.8788,23.8352,20.4182,17.5201,15.0551,12.9556,11.1628,9.62704,8.3039,7.15877,6.16742,5.31182,33.4928
1,1,1,1,1,1,1950,1,1950.5,M,TIME,4720.72,4127.56,3814.77,3645.26,3462.86,3040.77,2468.36,1973.19,1604.27,1314.36,1063.85,838.744,646.528,494.696,379.477,293.012,228.089,179.283,142.542,114.604,93.123,76.4183,63.2855,52.8427,44.4141,37.5158,31.8083,27.0523,23.0732,19.7266,16.8986,14.5001,12.46,10.7224,9.23858,7.96757,6.87251,5.92477,5.1043,4.39619,27.7194
1,1,1,1,1,1,1951,1,1951,B,TIME,5319.36,4401.61,3848.46,3555.14,3386.45,3187.21,2753.98,2191.86,1718.96,1375.53,1113.35,893.163,699.793,537.246,410.126,314.248,242.54,188.777,148.38,117.972,94.8489,77.0709,63.2457,52.3766,43.7339,36.7582,31.049,26.3253,22.3891,19.0959,16.3262,13.9857,12.0006,10.3122,8.87411,7.64607,6.59415,5.68785,4.90348,4.22444,26.5797
1,1,1,1,1,1,1951,1,1951.5,M,TIME,4959.78,4103.99,3587.1,3306.66,3129.99,2913.51,2483,1949.24,1510.76,1197.76,962.752,768.564,600.259,459.991,350.839,268.729,207.388,161.414,126.872,100.871,81.1004,65.8993,54.0781,44.7845,37.3946,31.43,26.5484,22.5094,19.1438,16.3279,13.9597,11.9584,10.2611,8.81741,7.58779,6.53776,5.63832,4.86339,4.19271,3.6121,22.7269
1,1,1,1,1,1,1952,1,1952,B,TIME,5754.07,4624.5,3826.51,3343.49,3075.54,2892.96,2663.31,2238.69,1733.47,1327.79,1042.96,832.523,661.348,514.881,393.846,300.122,229.803,177.33,138.018,108.482,86.25,69.3447,56.3471,46.2394,38.2929,31.9742,26.8742,22.7001,19.2466,16.3689,13.9612,11.9362,10.225,8.77375,7.53931,6.48793,5.5901,4.82103,4.15843,3.58497,22.5211
1,1,1,1,1,1,1952,1,1952.5,M,TIME,5365.1,4311.82,3566.63,3109.73,2842.56,2644.77,2402.24,1992.77,1526,1158.89,904.578,718.894,569.472,442.639,338.321,257.733,197.33,152.269,118.512,93.1503,74.0605,59.5444,48.3837,39.7045,32.8811,27.4554,23.0761,19.492,16.5266,14.0555,11.9881,10.2493,8.77995,7.53378,6.4738,5.57101,4.80007,4.13969,3.57073,3.07832,19.3383
1,1,1,1,1,1,1953,1,1953,B,TIME,6057.87,5002.43,4020.28,3324.4,2892.31,2627.23,2417.86,2166.76,1773.86,1343.36,1011.48,784.557,620.774,490.359,380.534,290.625,221.331,169.445,130.75,101.763,79.9856,63.5937,51.1292,41.5458,34.0932,28.2341,23.5752,19.8148,16.7372,14.1909,12.0691,10.2938,8.80078,7.5391,6.46905,5.55887,4.78367,4.12168,3.55464,3.06609,19.2485
1,1,1,1,1,1,1953,1,1953.5,M,TIME,5648.37,4664.2,3747.17,3091.29,2671.34,2399.33,2179.72,1931.17,1567.86,1180.83,885.916,685.518,541.58,427.427,331.554,253.176,192.803,147.603,113.896,88.6453,69.675,55.3962,44.5383,36.1903,29.6984,24.5946,20.5362,17.2606,14.5797,12.3616,10.5133,8.96689,7.66631,6.56727,5.63515,4.8423,4.16703,3.59038,3.09642,2.67085,16.7673
1,1,1,1,1,1,1954,1,1954,B,TIME,6192.77,5266.54,4348.84,3492.61,2874.52,2467.25,2191.2,1965.03,1721.19,1385.78,1037.97,775.937,598.981,472.489,372.572,288.879,220.553,167.951,128.576,99.2138,77.2184,60.6935,48.2553,38.7971,31.5252,25.8701,21.4242,17.889,15.0356,12.7003,10.7681,9.15808,7.81101,6.67808,5.72071,4.90875,4.2181,3.62988,3.12756,2.69728,16.9324
1,1,1,1,1,1,1954,1,1954.5,M,TIME,5774.14,4910.43,4052.92,3244.93,2647.26,2239.39,1956.07,1728.85,1498.47,1198.19,893.462,665.916,513.059,404.261,318.597,246.977,188.55,143.579,109.918,84.8166,66.013,51.8861,41.2528,33.1671,26.9504,22.116,18.3153,15.293,12.8537,10.8573,9.20554,7.82912,6.67753,5.70901,4.89056,4.19642,3.606,3.10313,2.67371,2.30587,14.4753
1,1,1,1,1,1,1955,1,1955,B,TIME,6155.52,5383.82,4578.4,3777.14,3014.81,2437.97,2032.57,1746.17,1521.05,1304.56,1036,769.072,571.494,439.463,345.885,272.442,211.153,161.191,122.744,93.9675,72.5086,56.4337,44.3568,35.2665,28.3541,23.0396,18.9067,15.6575,13.0738,10.9885,9.28179,7.86969,6.69301,5.70853,4.88055,4.18088,3.58747,3.08272,2.65283,2.28572,14.346
1,1,1,1,1,1,1955,1,1955.5,M,TIME,5739.41,5019.79,4267.1,3510.6,2779.76,2218.06,1820.83,1542.82,1330.18,1132.98,895.588,662.779,491.531,377.543,296.985,233.875,181.251,138.363,105.361,80.6596,62.2397,48.4414,38.0748,30.2719,24.3385,19.7766,16.229,13.44,11.2223,9.43227,7.96727,6.75516,5.74513,4.90007,4.18936,3.58877,3.0794,2.64614,2.27713,1.96201,12.3143
1,1,1,1,1,1,1956,1,1956,B,TIME,6050.28,5351.44,4680.37,3976.96,3262.87,2563.04,2017.99,1631.16,1363.14,1163.26,983.959,774.208,571.177,422.756,324.347,254.998,200.768,155.584,118.768,90.4396,69.2364,53.4252,41.581,32.6826,25.9847,20.8916,16.9758,13.9306,11.5366,9.63293,8.09645,6.83892,5.79848,4.93149,4.20611,3.59605,3.08052,2.64329,2.27138,1.95463,12.2544
1,1,1,1,1,1,1956,1,1956.5,M,TIME,5641.29,4989.6,4362.33,3697.65,3012.33,2338.23,1815.36,1448.61,1198.63,1015.78,855.177,670.788,493.924,365.183,280.032,220.114,173.293,134.291,102.513,78.0621,59.7607,46.1134,35.8902,28.2096,22.4285,18.0324,14.6525,12.0241,9.9577,8.31457,6.98837,5.90295,5.0049,4.25656,3.63046,3.10389,2.65892,2.28153,1.96052,1.68712,10.5773
1,1,1,1,1,1,1957,1,1957,B,TIME,6020.45,5259.95,4652.24,4065.89,3437.95,2781.03,2133.15,1633.07,1286.49,1053.96,886.997,743.251,581.184,427.119,315.451,241.771,190.002,149.578,115.912,88.4835,67.3785,51.5818,39.8023,30.9782,24.3488,19.3589,15.5645,12.6472,10.3785,8.59488,7.17663,6.03194,5.09507,4.31992,3.67401,3.13359,2.67909,2.29502,1.96928,1.6922,10.5859
1,1,1,1,1,1,1957,1,1957.5,M,TIME,5613.47,4904.27,4335.63,3777.25,3164.74,2520.43,1897.58,1427.59,1109.13,899.593,751.807,627.011,488.844,358.662,264.681,202.797,159.36,125.453,97.2167,74.212,56.511,43.2622,33.3826,25.9817,20.4216,16.2365,13.0541,10.6073,8.70452,7.20861,6.01911,5.05904,4.27328,3.62316,3.08142,2.62818,2.24698,1.92485,1.65165,1.41927,8.8785
1,1,1,1,1,1,1958,1,1958,B,TIME,5994.53,5234.01,4572.65,4040.56,3509.1,2913.25,2284.26,1688.02,1247.96,956.226,767.831,637.222,528.951,411.176,301.178,222.082,170.105,133.659,105.219,81.5366,62.2423,47.3963,36.2844,27.9983,21.7911,17.1278,13.6177,10.9486,8.89644,7.30057,6.04593,5.04829,4.24307,3.58404,3.03878,2.58442,2.20428,1.88456,1.61439,1.38525,8.63684
1,1,1,1,1,1,1958,1,1958.5,M,TIME,5589.31,4880.08,4261.3,3752.81,3227.73,2635.99,2026.82,1470.69,1071.68,812.592,647.698,534.809,442.502,343.34,251.263,185.212,141.851,111.456,87.7399,67.9918,51.9026,39.5228,30.2568,23.3472,18.1712,14.2825,11.3555,9.12981,7.41856,6.0878,5.04158,4.20966,3.53821,2.98866,2.53398,2.1551,1.8381,1.5715,1.34621,1.15514,7.20209
1,1,1,1,1,1,1959,1,1959,B,TIME,5962.8,5211.48,4550.08,3971.14,3485.55,2968.92,2385.11,1798.4,1281.34,920.304,690.534,546.361,448.857,370.183,286.695,209.621,154.462,118.289,92.9413,73.1646,56.697,43.2806,32.9573,25.2305,19.4688,15.1526,11.9099,9.46914,7.61316,6.18619,5.07649,4.20407,3.51035,2.95044,2.49218,2.11303,1.79709,1.53276,1.31044,1.12258,6.96892
1,1,1,1,1,1,1959,1,1959.5,M,TIME,5559.72,4859.09,4240.76,3691.52,3215.35,2702.16,2134.47,1582.42,1111.23,789.229,587.462,462.359,378.645,311.746,241.245,176.336,129.925,99.4963,78.1755,61.5407,47.6893,36.4044,27.7212,21.2221,16.3757,12.7452,10.0177,7.96475,6.40363,5.20337,4.26997,3.53616,2.95265,2.48169,2.09624,1.77733,1.51158,1.28924,1.10225,0.944229,5.86174
1,1,1,1,1,1,1960,1,1960,B,TIME,7900.67,5183.89,4530.54,3952.47,3431.59,2966.08,2459.38,1910.16,1392.38,963.697,676.823,499.775,391.273,319.415,262.534,203.001,148.336,109.285,83.6893,65.7556,51.7636,40.1128,30.6207,23.3171,17.8505,13.774,10.7204,8.42619,6.69936,5.38626,4.37669,3.59159,2.97436,2.48355,2.08742,1.7632,1.49496,1.27143,1.08442,0.92713,5.72468
1,1,1,1,1,1,1960,1,1960.5,M,TIME,7366.59,4833.34,4222.09,3671.73,3158.71,2686.78,2183.25,1661.44,1189.73,811.924,564.326,413.73,322.454,262.574,215.554,166.597,121.72,89.6738,68.6707,53.9552,42.4742,32.9142,25.1256,19.1326,14.6471,11.3022,8.79651,6.91404,5.49711,4.41966,3.59126,2.94705,2.44058,2.03786,1.71281,1.44678,1.22668,1.04326,0.889808,0.760749,4.69734
1,1,1,1,1,1,1961,1,1961,B,TIME,7738.65,6868.62,4506.49,3934.65,3410.93,2907.53,2433.78,1938.13,1445.11,1016.58,684.054,470.527,342.499,265.739,215.847,176.982,136.722,99.879,73.5815,56.3473,44.2726,34.8519,27.0075,20.6166,15.6991,12.0185,9.27391,7.21791,5.67326,4.51061,3.62651,2.94678,2.41818,2.0026,1.67215,1.40544,1.18715,1.00654,0.856041,0.730125,4.47859
1,1,1,1,1,1,1961,1,1961.5,M,TIME,7215.52,6404.1,4199,3650.54,3125.47,2607.35,2125.15,1648.65,1202.43,831.597,552.683,376.926,272.884,211.081,171.199,140.293,108.362,79.1592,58.3168,44.6578,35.088,27.6217,21.4047,16.3396,12.4423,9.52522,7.34999,5.72052,4.49631,3.57486,2.87418,2.33545,1.91651,1.58715,1.32525,1.11387,0.940867,0.797728,0.678451,0.578657,3.54949
1,1,1,1,1,1,1962,1,1962,B,TIME,5123.8,6727.76,5971,3912.49,3386.95,2863.9,2338.16,1855.66,1402.41,1000.5,680.277,446.541,301.944,217.419,167.665,135.786,111.21,85.8846,62.7376,46.2188,35.3933,27.8088,21.8914,16.9642,12.9499,9.86106,7.54917,5.8252,4.53377,3.56353,2.83324,2.27791,1.85095,1.51892,1.25789,1.05032,0.882794,0.74568,0.632235,0.537703,3.27174
1,1,1,1,1,1,1962,1,1962.5,M,TIME,4777.43,6272.76,5563.57,3630.13,3103.91,2568.31,2040.31,1575.16,1162.13,813.479,545.427,354.607,238.348,171.055,131.7,106.594,87.2866,67.4071,49.2397,36.2748,27.7785,21.8258,17.1815,13.3143,10.1637,7.73946,5.92496,4.57191,3.55833,2.79684,2.22367,1.78782,1.45272,1.19213,0.987255,0.824347,0.692861,0.585247,0.49621,0.422016,2.56783
1,1,1,1,1,1,1963,1,1963,B,TIME,5435.97,4454.48,5848.53,5183.94,3368.14,2844.53,2303.24,1780.4,1337.05,963.018,661.418,437.309,281.601,188.147,134.577,103.45,83.6779,68.5095,52.9049,38.6459,28.4703,21.8019,17.13,13.4849,10.4498,7.97699,6.07431,4.65021,3.58826,2.79275,2.1951,1.74525,1.40317,1.14017,0.935641,0.774847,0.646989,0.543792,0.459331,0.38945,2.34658
1,1,1,1,1,1,1963,1,1963.5,M,TIME,5068.51,4153.24,5449.38,4808.52,3082.93,2542.77,1997.36,1496.57,1093.56,771.002,521.628,341.606,218.787,145.777,104.142,80.0169,64.715,52.9828,40.9145,29.8872,22.0178,16.8607,13.2476,10.4287,8.08141,6.16908,4.69763,3.59628,2.77502,2.1598,1.6976,1.3497,1.08516,0.88176,0.723587,0.599235,0.500355,0.420547,0.355228,0.301185,1.81475
1,1,1,1,1,1,1964,1,1964,B,TIME,8047.57,4725.88,3872.36,5077.47,4460.29,2821.87,2273.02,1732.11,1257.98,894.404,617.272,411.383,266.848,169.984,112.949,80.5895,61.8916,50.0494,40.975,31.6417,23.1135,17.0277,13.0394,10.2452,8.06511,6.24984,4.77091,3.63295,2.78122,2.14608,1.6703,1.31286,1.0438,0.839216,0.681917,0.559593,0.463424,0.386954,0.325234,0.274719,1.63638
1,1,1,1,1,1,1964,1,1964.5,M,TIME,7503.56,4406.28,3608.22,4711.22,4087.49,2530.42,1983.69,1471.37,1044.29,729.397,496.985,328.379,211.885,134.582,89.3026,63.6843,48.9015,39.5437,32.3739,24.9998,18.2618,13.4534,10.3023,8.09459,6.37215,4.93793,3.76945,2.87036,2.19741,1.6956,1.31969,1.03727,0.824698,0.663055,0.538775,0.442128,0.366146,0.305728,0.256963,0.217052,1.29288
1,1,1,1,1,1,1965,1,1965,B,TIME,7304.03,6996.33,4108.3,3362.09,4371.39,3745.84,2269.08,1731.19,1249.88,866.905,594.833,400.138,262.122,168.243,106.553,70.6068,50.3253,38.6378,31.2433,25.5783,19.752,14.4284,10.6294,8.13972,6.39545,5.03457,3.9014,2.9782,2.26784,1.73615,1.33967,1.04267,0.819537,0.651585,0.523872,0.42568,0.34932,0.289288,0.241552,0.203024,1.19298
1,1,1,1,1,1,1965,1,1965.5,M,TIME,6810.28,6523.2,3828.24,3120.63,4010.59,3366.91,1987.22,1476.76,1042.12,710.058,481.041,320.892,209.164,133.895,84.6947,56.0961,39.9775,30.6924,24.8184,20.3184,15.6902,11.4613,8.44352,6.46586,5.08028,3.99925,3.09911,2.36576,1.80148,1.37913,1.06418,0.828255,0.651007,0.517592,0.416142,0.338143,0.277486,0.229799,0.191879,0.161274,0.947657
1,1,1,1,1,1,1966,1,1966,B,TIME,14367.1,6349.92,6082.07,3567.27,2896.5,3679.57,3026.31,1740.37,1259.72,868.891,581.59,389.017,257.34,166.905,106.56,67.3205,44.5676,31.7574,24.3809,19.7147,16.1401,12.4636,9.10441,6.70719,5.13621,4.03556,3.17684,2.46181,1.87926,1.43102,1.09552,0.845341,0.657931,0.517133,0.411154,0.330566,0.268607,0.220423,0.182542,0.152421,0.880888
1,1,1,1,1,1,1966,1,1966.5,M,TIME,13395.9,5920.5,5667.47,3311.04,2657.18,3306.39,2648.94,1483.4,1049.26,710.837,469.703,311.52,205.032,132.62,84.5634,53.3982,35.346,25.1858,19.3356,15.635,12.8001,9.88446,7.22037,5.31922,4.07334,3.20046,2.51943,1.95237,1.49037,1.13489,0.868817,0.670409,0.521781,0.410119,0.326071,0.26216,0.213022,0.174809,0.144768,0.120879,0.6986
1,1,1,1,1,1,1967,1,1967,B,TIME,6350.76,12490.3,5520.13,5281.14,3073.21,2437.64,2971.06,2318.63,1264.37,873.952,581.533,379.341,249.462,163.357,105.377,67.1075,42.3551,28.0324,19.974,15.3344,12.3996,10.1513,7.839,5.72621,4.21848,3.23042,2.53816,1.99807,1.54835,1.18196,0.900038,0.689026,0.531677,0.413805,0.32525,0.258595,0.207909,0.16894,0.138635,0.11481,0.649899
1,1,1,1,1,1,1967,1,1967.5,M,TIME,5921.46,11645.7,5143.62,4900.3,2816.68,2186.72,2595,1972.31,1051.8,714.862,470.126,304.378,199.298,130.214,83.9109,53.4161,33.7101,22.3103,15.8968,12.2042,9.86848,8.07914,6.23885,4.55734,3.35737,2.571,2.02006,1.59021,1.23229,0.940688,0.716315,0.548377,0.423147,0.329336,0.258858,0.205809,0.165469,0.134455,0.110336,0.0913741,0.517237
1,1,1,1,1,1,1968,1,1968,B,TIME,6398.13,5521.17,10858.1,4792.79,4546.93,2581.56,1961.64,2266.54,1677.73,874.965,584.732,380.062,244.229,159.222,103.796,66.8174,42.5181,26.8296,17.7563,12.6518,9.71303,7.85406,6.42996,4.96533,3.62706,2.67204,2.04619,1.60771,1.2656,0.980746,0.748668,0.570096,0.436439,0.336771,0.26211,0.206018,0.163797,0.131693,0.107009,0.0878132,0.484377
1,1,1,1,1,1,1968,1,1968.5,M,TIME,5965.62,5147.82,10118.3,4449.69,4175.46,2325.86,1726.05,1948.53,1414.49,726.872,480.732,310.336,198.608,129.195,84.1344,54.1394,34.4469,21.7361,14.3853,10.2499,7.86902,6.36297,5.20924,4.02266,2.93846,2.16475,1.65772,1.30248,1.02533,0.794552,0.606534,0.461863,0.353581,0.272835,0.212348,0.166905,0.132701,0.106691,0.0866932,0.0711419,0.392418
1,1,1,1,1,1,1969,1,1969,B,TIME,5880.97,5562.35,4799.71,9428.94,4131.15,3834.34,2095.49,1518.76,1675.14,1192.55,603.845,395.23,253.403,161.509,104.831,68.1975,43.867,27.9078,17.6096,11.6542,8.30396,6.37509,5.15496,4.22026,3.25896,2.3806,1.75378,1.343,1.05521,0.830671,0.643706,0.491384,0.374179,0.286454,0.221037,0.172034,0.135218,0.107507,0.0864356,0.0702345,0.375553
1,1,1,1,1,1,1969,1,1969.5,M,TIME,5483.42,5186.2,4472.62,8753.3,3793.12,3454.37,1844.51,1307.17,1415.26,993.596,498.149,323.886,206.805,131.509,85.2658,55.4462,35.6607,22.6866,14.315,9.47383,6.75035,5.18235,4.19051,3.43068,2.64923,1.9352,1.42566,1.09174,0.857787,0.675259,0.523274,0.399449,0.304173,0.23286,0.179683,0.139848,0.10992,0.0873936,0.0702641,0.0570942,0.30529
1,1,1,1,1,1,1970,1,1970,B,TIME,6035.57,5112.75,4835.49,4167.82,8126.08,3482.75,3112.06,1623.59,1125.05,1195.69,827.834,410.954,265.42,168.777,107.081,69.3521,45.0791,28.9896,18.4422,11.6368,7.70135,5.48741,4.21277,3.40649,2.78883,2.15358,1.57314,1.15893,0.887481,0.697301,0.548923,0.425373,0.324715,0.247264,0.189294,0.146066,0.113683,0.0893548,0.0710429,0.0571182,0.294585
1,1,1,1,1,1,1970,1,1970.5,M,TIME,5627.57,4766.99,4505.53,3866.37,7440.95,3117.08,2706.46,1371.92,927.483,967.128,660.566,325.012,208.802,132.399,83.89,54.3048,35.2933,22.696,14.4383,9.11038,6.02935,4.29607,3.29816,2.66693,2.18336,1.68603,1.2316,0.907319,0.694804,0.545913,0.429749,0.333022,0.254218,0.193582,0.148197,0.114354,0.0890021,0.0699555,0.0556191,0.0447176,0.230629
1,1,1,1,1,1,1971,1,1971,B,TIME,5732.88,5247.15,4444.6,4198.09,3586.72,6813.59,2789.8,2353.72,1159.27,764.608,782.254,527.096,257.043,164.262,103.862,65.7214,42.5222,27.6318,17.7687,11.3037,7.13247,4.72035,3.36337,2.58211,2.08792,1.70934,1.31998,0.964217,0.710335,0.543959,0.427393,0.336448,0.260722,0.199026,0.151554,0.116023,0.0895272,0.0696793,0.0547678,0.0435439,0.215567
1,1,1,1,1,1,1971,1,1971.5,M,TIME,5345.34,4892.31,4141.53,3895.76,3287.72,6108.95,2430.25,1989.52,953.915,616.015,620.963,414.577,201.152,128.227,80.9885,51.227,33.1405,21.5349,13.848,8.80955,5.55869,3.6788,2.62124,2.01237,1.62722,1.33217,1.02873,0.751462,0.5536,0.423934,0.333089,0.262211,0.203193,0.155111,0.118114,0.0904224,0.069773,0.0543045,0.0426832,0.0339359,0.168002
1,1,1,1,1,1,1972,1,1972,B,TIME,4924.06,4984,4561.47,3859.11,3615.19,3013.65,5477.17,2117.05,1681.68,784.94,496.3,492.928,326.078,157.415,100.098,63.1528,39.9293,25.8287,16.7833,10.7925,6.86572,4.33216,2.86707,2.04286,1.56834,1.26818,1.03823,0.801739,0.585652,0.431448,0.330393,0.259592,0.204354,0.158359,0.120886,0.0920519,0.0704706,0.0543776,0.0423222,0.0332652,0.157381
1,1,1,1,1,1,1972,1,1972.5,M,TIME,4591.2,4646.94,4250.12,3579.54,3308.95,2693.74,4748.33,1778.12,1373.43,627.148,390.455,384.051,252.678,121.649,77.2606,48.7224,30.8016,19.9239,12.9464,8.32511,5.29609,3.34175,2.21161,1.57583,1.20979,0.978247,0.800872,0.618447,0.451761,0.332811,0.254859,0.200245,0.157635,0.122155,0.0932489,0.0710072,0.0543598,0.0419459,0.0326466,0.0256601,0.121401
1,1,1,1,1,1,1973,1,1973,B,TIME,4174.11,4280.84,4332.67,3960.02,3320.23,3028.66,2407.79,4116.47,1493.46,1121.69,501.077,307.183,299.223,195.8,94.0096,59.6338,37.5894,23.7605,15.369,9.98661,6.42184,4.08531,2.57777,1.70599,1.21556,0.933208,0.754602,0.617778,0.477059,0.34848,0.256724,0.196594,0.154465,0.121597,0.0942281,0.0719305,0.0547736,0.0419321,0.0323563,0.025183,0.11344
1,1,1,1,1,1,1973,1,1973.5,M,TIME,3891.95,3991.2,4035.23,3667.23,3032.02,2707.01,2099.51,3505.01,1246.1,921.488,407.334,248.183,241.018,157.516,75.598,47.9503,30.2244,19.105,12.3577,8.02989,5.16359,3.28486,2.0727,1.37173,0.977394,0.750361,0.60675,0.496734,0.383587,0.280201,0.206423,0.158074,0.1242,0.0977718,0.0757656,0.0578369,0.0440416,0.0337162,0.0260166,0.0202488,0.0912132
1,1,1,1,1,1,1974,1,1974,B,TIME,5296.96,3628.86,3721.15,3758.21,3396.09,2768.84,2419.52,1830.7,2984.37,1039.71,757.018,331.129,200.516,194.134,126.718,60.7924,38.5558,24.3025,15.3617,9.93641,6.45657,4.15186,2.64125,1.66658,1.10296,0.78589,0.60334,0.487867,0.399407,0.308429,0.2253,0.165978,0.127102,0.0998653,0.078615,0.0609206,0.0465047,0.0354124,0.0271101,0.0209191,0.0896228
1,1,1,1,1,1,1974,1,1974.5,M,TIME,4938.89,3383.24,3464.17,3471.25,3077.27,2437.4,2061.81,1513.37,2405.63,822.27,591.016,256.551,154.759,149.595,97.5946,46.8151,29.6906,18.7145,11.8295,7.65169,4.97198,3.19721,2.03393,1.28338,0.849355,0.605187,0.464612,0.37569,0.30757,0.237511,0.173496,0.127814,0.0978771,0.0769029,0.0605388,0.0469129,0.0358117,0.0272699,0.0208765,0.0161091,0.0690155
1,1,1,1,1,1,1975,1,1975,B,TIME,5404.32,4605.03,3154.25,3224.94,3206.21,2788.37,2145.64,1756.98,1251.05,1939.12,650.306,461.415,198.769,119.444,115.273,75.1648,36.0514,22.8637,14.4114,9.1095,5.89231,3.82876,2.46206,1.56626,0.988288,0.654059,0.466034,0.357782,0.289306,0.236849,0.182899,0.133604,0.0984253,0.0753718,0.0592203,0.0466189,0.036126,0.0275774,0.0209996,0.0160763,0.0655515
1,1,1,1,1,1,1975,1,1975.5,M,TIME,5038.99,4293.32,2936.18,2977.17,2900.5,2446.21,1818.12,1440.9,998.309,1515.6,501.174,352.666,151.294,90.7588,87.5417,57.0749,27.3744,17.3608,10.9428,6.91697,4.47411,2.90723,1.86948,1.18929,0.75042,0.496636,0.353866,0.271669,0.219674,0.179843,0.138878,0.101447,0.0747356,0.0572309,0.0449668,0.0353983,0.027431,0.0209399,0.0159453,0.012207,0.0497742
1,1,1,1,1,1,1976,1,1976,B,TIME,6748.73,4698.36,4002.71,2733.19,2748.44,2623.93,2146.04,1540.6,1181.68,796.628,1184.58,386.241,269.548,115.158,68.9629,66.4815,43.3386,20.7858,13.1823,8.309,5.25215,3.39725,2.2075,1.41952,0.90304,0.569804,0.377102,0.268695,0.206282,0.166801,0.136557,0.105452,0.0770301,0.0567478,0.0434562,0.0341439,0.0268784,0.0208287,0.0158999,0.0121075,0.0470631
1,1,1,1,1,1,1976,1,1976.5,M,TIME,6292.52,4380.37,3726.13,2523.66,2488.3,2307.35,1827.9,1274.91,955.541,633.388,931.484,301.816,209.995,89.6071,53.6415,51.7069,33.7068,16.1662,10.2525,6.46235,4.08487,2.64222,1.71689,1.10404,0.702342,0.443167,0.293292,0.208978,0.160436,0.12973,0.106208,0.0820154,0.0599103,0.0441357,0.0337981,0.0265555,0.0209048,0.0161996,0.0123662,0.00941662,0.0366034
1,1,1,1,1,1,1977,1,1977,B,TIME,5778.18,5867.15,4083.9,3468.66,2330.19,2252.78,2028.97,1556.92,1055.04,772.675,503.598,732.464,235.844,163.599,69.7257,41.724,40.2158,26.2156,12.5733,7.97394,5.02611,3.17702,2.05499,1.33531,0.858666,0.546248,0.344674,0.228109,0.162533,0.12478,0.100898,0.0826033,0.0637877,0.0465954,0.0343267,0.0262866,0.0206536,0.0162587,0.0125993,0.00961785,0.0357922
1,1,1,1,1,1,1977,1,1977.5,M,TIME,5387.58,5470.16,3803.2,3210.35,2123.96,2005.06,1755.77,1310.39,866.947,623.485,401.576,580.313,186.309,129.097,55.0028,32.9114,31.7214,20.6783,9.91755,6.28967,3.96448,2.50596,1.62094,1.05327,0.677297,0.430869,0.271871,0.179927,0.128203,0.0984234,0.0795862,0.0651557,0.0503143,0.0367535,0.0270761,0.0207343,0.0162911,0.0128245,0.00993803,0.00758635,0.0282321
1,1,1,1,1,1,1978,1,1978,B,TIME,4505.44,5023.38,5100.04,3541.79,2971.27,1935.98,1784.58,1519.35,1102.89,712.386,503.101,320.222,459.768,147.178,101.871,43.3888,25.9601,25.0212,16.3106,7.82275,4.96115,3.1271,1.97665,1.27856,0.830793,0.534237,0.33986,0.214446,0.141923,0.101124,0.0776343,0.0627759,0.0513934,0.0396868,0.0289903,0.0213571,0.0163548,0.0128501,0.0101157,0.0078389,0.0282528
1,1,1,1,1,1,1978,1,1978.5,M,TIME,4200.87,4683.35,4746.97,3267.25,2681.04,1688.11,1495.11,1224.09,859.142,540.866,375.522,236.749,338.405,108.14,74.8106,31.8592,19.0615,18.372,11.9762,5.74392,3.64277,2.2961,1.45137,0.938793,0.610017,0.392268,0.249545,0.157459,0.104208,0.0742509,0.0570036,0.0460937,0.037736,0.0291404,0.0212864,0.0156816,0.0120086,0.00943527,0.00742755,0.00575578,0.0207449
1,1,1,1,1,1,1979,1,1979,B,TIME,4648.57,3916.9,4366.33,4418.34,3013.99,2419.16,1471.98,1252.6,986.208,669.266,410.642,280.295,175.035,249.077,79.457,54.9381,23.3934,13.9961,13.4898,8.79362,4.21752,2.67473,1.68593,1.06568,0.689317,0.44791,0.288026,0.183231,0.115616,0.0765156,0.0545194,0.0418554,0.0338447,0.027708,0.0213966,0.0156297,0.0115144,0.00881743,0.00692793,0.00545374,0.0194583
1,1,1,1,1,1,1979,1,1979.5,M,TIME,4334.33,3651.69,4062.45,4065.73,2698.91,2077.27,1203.95,977.251,738.886,486.192,292.277,197.23,122.505,173.963,55.4594,38.3401,16.3254,9.76733,9.41402,6.13673,2.94325,1.86659,1.17655,0.743698,0.481047,0.312579,0.201003,0.12787,0.0806837,0.0533973,0.038047,0.0292093,0.0236189,0.0193363,0.0149319,0.0109074,0.00803543,0.00615335,0.00483474,0.00380596,0.0135792
1,1,1,1,1,1,1980,1,1980,B,TIME,5241.97,4041.33,3404.43,3779.72,3741.26,2416.77,1783.7,984.73,762.429,553.588,353.196,208.03,138.781,85.7396,121.501,38.7096,26.7568,11.3929,6.81624,6.56968,4.28258,2.05398,1.30262,0.821066,0.518998,0.335704,0.218137,0.140272,0.0892352,0.056306,0.0372639,0.0265515,0.020384,0.0164827,0.0134941,0.0104204,0.00761184,0.00560761,0.00429418,0.00337398,0.0121325
